schema_name,field_name,field_value,equality_operator,is_getgroupfromschema2,getgroupfromschema2_target
TCostAllocationValue,origdocumentnumber,*,EQ,False,
TCostAllocationValue,uuid,*,EQ,False,
AD,AccountType,"[""ExpAc"", ""ProvAc"", ""FixedAssetsAc"", ""WHTax Ac"", ""InventoryAc"", ""GRIRAc""]",IN,False,
AD,ItemType,*,EQ,False,
AD,accountgroup,*,EQ,False,
AD,accountclass,*,EQ,False,
AD,MISGrouping,*,EQ,False,
AD,coa,*,EQ,False,
AD,accountcode,*,EQ,False,
AD,ledgername,*,EQ,False,
AD,ForPrdFrom,*,EQ,False,
AD,ForPrdTo,*,EQ,False,
AD,TransactionStatus,Active,EQ,False,
ExpAcc,senderaccount,*,EQ,False,
ExpAcc,receivername,*,EQ,False,
ExpAcc,ReceiverAccount,*,EQ,False,
ExpAcc,Accountingdate,*,EQ,False,
ExpAcc,ForPrdFrom,*,EQ,False,
ExpAcc,ForPrdTo,*,EQ,False,
ExpAcc,category,*,EQ,False,
ExpAcc,Itemid,*,EQ,False,
ExpAcc,Linkref,*,EQ,False,
ExpAcc,origdocumentnumber,*,EQ,False,
ExpAcc,financialdate,*,EQ,False,
ExpAcc,uuid,*,EQ,False,
ExpAcc,documentref,*,EQ,False,
ExpAcc,DocumentType,*,EQ,False,
ExpAcc,accounttype,"[""ProvAc"", ""GRIRAc""]",NI,False,
ExpAcc,accountingdocnumber,*,EQ,False,
ExpAcc,orgid,*,EQ,False,
ExpAcc,CostAllocationMethod,*,EQ,False,
ExpAcc,lineref,*,EQ,False,
TDSAcc,senderaccount,*,EQ,False,
TDSAcc,receivername,*,EQ,False,
TDSAcc,ReceiverAccount,*,EQ,False,
TDSAcc,Accountingdate,*,EQ,False,
TDSAcc,ForPrdFrom,*,EQ,False,
TDSAcc,ForPrdTo,*,EQ,False,
TDSAcc,category,*,EQ,False,
TDSAcc,Itemid,*,EQ,False,
TDSAcc,Linkref,*,EQ,False,
TDSAcc,SectionName,*,EQ,False,
TDSAcc,origdocumentnumber,*,EQ,False,
TDSAcc,uuid,*,EQ,False,
TDSAcc,documentref,*,EQ,False,
TDSAcc,financialdate,*,EQ,False,
TDSAcc,DocumentType,*,EQ,False,
TDSAcc,accountingdocnumber,*,EQ,False,
TDSAcc,orgid,*,EQ,False,
TDSAcc,CostAllocationMethod,*,EQ,False,
TDSAcc,lineref,*,EQ,False,
Provision,senderaccount,*,EQ,False,
Provision,receivername,*,EQ,False,
Provision,ReceiverAccount,*,EQ,False,
Provision,Accountingdate,*,EQ,False,
Provision,ForPrdFrom,*,EQ,False,
Provision,ForPrdTo,*,EQ,False,
Provision,category,*,EQ,False,
Provision,Itemid,*,EQ,False,
Provision,origdocumentnumber,*,EQ,False,
Provision,Linkref,*,EQ,False,
Provision,uuid,*,EQ,False,
Provision,financialdate,*,EQ,False,
Provision,documentref,*,EQ,False,
Provision,accountingdocnumber,*,EQ,False,
Provision,orgid,*,EQ,False,
Provision,CostAllocationMethod,*,EQ,False,
Provision,DocumentType,"[""ServiceReceipt"", ""ReversalServiceReceipt"", ""ReturnServiceReceipt"", ""ServiceIssue""]",IN,False,
Provision,lineref,*,EQ,False,
GRIRAc,senderaccount,*,EQ,False,
GRIRAc,receivername,*,EQ,False,
GRIRAc,ReceiverAccount,*,EQ,False,
GRIRAc,Accountingdate,*,EQ,False,
GRIRAc,ForPrdFrom,*,EQ,False,
GRIRAc,ForPrdTo,*,EQ,False,
GRIRAc,category,*,EQ,False,
GRIRAc,Itemid,*,EQ,False,
GRIRAc,origdocumentnumber,*,EQ,False,
GRIRAc,Linkref,*,EQ,False,
GRIRAc,uuid,*,EQ,False,
GRIRAc,DocumentType,"[""GoodsReceipt"", ""ReversalGoodsReceipt"", ""GoodsReceiptDirectCapitalization"", ""GoodsReceiptCWIP"", ""GoodsIssue""]",IN,False,
GRIRAc,financialdate,*,EQ,False,
GRIRAc,documentref,*,EQ,False,
GRIRAc,accountingdocnumber,*,EQ,False,
GRIRAc,orgid,*,EQ,False,
GRIRAc,CostAllocationMethod,*,EQ,False,
GRIRAc,lineref,*,EQ,False,
CostProvisionJournal,SchemaClasses,"[""ExpAcc"", ""TDSAcc"", ""Provision"", ""GRIRAc""]",IN,False,
G&SRNCostAllocation,ForPrdFrom,*,EQ,False,
G&SRNCostAllocation,ForPrdTo,*,EQ,False,
G&SRNCostAllocation,Accountingdate,*,EQ,False,
G&SRNCostAllocation,SenderAccount,*,EQ,False,
G&SRNCostAllocation,origdocumentnumber,*,EQ,False,
G&SRNCostAllocation,itemid,*,EQ,False,
G&SRNCostAllocation,uuid,*,EQ,False,
G&SRNCostAllocation,CostAllocationMethod,*,EQ,False,
G&SRNCostAllocation,transactiontype,*,EQ,False,
G&SRNCostAllocation,orgid,*,EQ,False,
G&SRNCostAllocation,financialdate,*,EQ,False,
G&SRNCostAllocation,ReceiverAccount,*,EQ,False,
G&SRNCostAllocation,DocumentRef,*,EQ,False,
AP,OrganizationName,*,EQ,False,
AP,StrategyName,G&SRNApproval,EQ,False,
AP,LOB,*,EQ,False,
AP,Function,*,EQ,False,
AP,ActivityCategory,*,EQ,False,
AP,ActivityType,*,EQ,False,
AP,ActivityName,*,EQ,False,
AP,ActivityCode,*,EQ,False,
AP,Dependency,*,EQ,False,
AP,ForPrdFrom,*,EQ,False,
AP,ForPrdTo,*,EQ,False,
AP,ActivityStatus,*,EQ,False,
AP,TimeinMins,*,EQ,False,
AP,TimeinDays,*,EQ,False,
AP,SubFunction,*,EQ,False,
G&SRNWF,Documentnumber,*,EQ,False,
G&SRNWF,linkref1,*,EQ,False,
G&SRNWF,origdocumentnumber,*,EQ,False,
G&SRNWF,Linkref,*,EQ,False,
G&SRNWF,senderaccount,*,EQ,False,
G&SRNWF,Accountingdate,*,EQ,False,
G&SRNWF,financialdate,*,EQ,False,
G&SRNWF,workflowid,*,EQ,False,
G&SRNWF,orgid,*,EQ,False,
G&SRNWF,Upload,*,EQ,False,
G&SRNWF,ReceiverAccount,*,EQ,False,
G&SRNWF,DocumentType,*,EQ,False,
