source_schema,source_class,source_component,ref_type,target_schema,target_column,filter_json
SC00002,ExpAccBill_I_GST,,GETGROUPFROMSCHEMA2,AD,MISGrouping,"GETGROUPFROMSCHEMA2(AD;MISGrouping;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""category\"",\""Accountgroup\"":\""Accountgroup\"",\""Accountclass\"":\""Accountclass\"",\""Accountcode\"":\""Accountcode\""})"
SC00002,ExpAccBill_I_GST,,GETGROUPFROMSCHEMA2,BillCostAllocation1,costallocationmethod,"GETGROUPFROMSCHEMA2(BillCostAllocation1;costallocationmethod;{""costallocationmethod"":""costallocationmethod""})"
SC00002,ExpAccBill_I_GST,ExchangeRate,FETCHFROMSCHEMA,Bill_Item,,"{\""documentnumber\"":\""documentnumber\"",\""ForPrdFrom\"":\""ForPrdFrom\"",\""ForPrdTo\"":\""ForPrdTo\""}"
SC00002,ExpAccBill_I_GST,Parameter1,SUMFROMSCHEMA,GSTAccBill_I,,"{\""documentnumber\"":\""documentnumber\"",\""ItemID\"":\""ItemID\"",\""ForPrdFrom\"":\""ForPrdFrom\"",\""ForPrdTo\"":\""ForPrdTo\""}"
SC00002,ExpAccBill_I_GST,BillBaseValue,SUMFROMSCHEMA,Bill_Item,,"{\""documentnumber\"":\""documentnumber\"",\""ItemID\"":\""ItemID\"",\""taxcode\"":\""taxcode\"",\""ForPrdFrom\"":\""ForPrdFrom\"",\""ForPrdTo\"":\""ForPrdTo\"",\""Linkref\"":\""Linkref\""}"
SC00002,TDSAccBill_I,,GETGROUPFROMSCHEMA2,Bill_H,senderaccount,"GETGROUPFROMSCHEMA2(Bill_H;senderaccount;{\""documentnumber\"":\""documentnumber\"" })"
SC00002,TDSAccBill_I,,GETGROUPFROMSCHEMA2,Bill_H,Accountingdate,"GETGROUPFROMSCHEMA2(Bill_H;Accountingdate;{\\\""documentnumber\\\"":\\\""documentnumber\\\""})"
SC00002,TDSAccBill_I,,GETGROUPFROMSCHEMA2,Bill_H,documenttype,"GETGROUPFROMSCHEMA2(Bill_H;documenttype;{\\\""documentnumber\\\"":\\\""documentnumber\\\""})"
SC00002,TDSAccBill_I,,GETGROUPFROMSCHEMA2,VM,vendortaxclassification,"GETGROUPFROMSCHEMA2(VM;vendortaxclassification;{\""memberid\"":\""senderaccount\""})"
SC00002,TDSAccBill_I,,GETGROUPFROMSCHEMA2,Bill_Item,SectionName,"GETGROUPFROMSCHEMA2(Bill_Item;SectionName;{\""Documentnumber\"":\""Documentnumber\"",\""SectionName\"":\""SectionName\"" })"
SC00002,TDSAccBill_I,,GETGROUPFROMSCHEMA2,AD,AccountType,"GETGROUPFROMSCHEMA2(AD;AccountType;{\""itemtype\"":\""ItemType\"", \""Accountclass\"":\""AccountClass\"" })"
SC00002,TDSAccBill_I,,GETGROUPFROMSCHEMA2,AD,AccountGroup,"GETGROUPFROMSCHEMA2(AD;AccountGroup;{\""itemtype\"":\""ItemType\"", \""Accountclass\"":\""AccountClass\"" })"
SC00002,TDSAccBill_I,,GETGROUPFROMSCHEMA2,AD,coa,"GETGROUPFROMSCHEMA2(AD;coa;{\""itemtype\"":\""ItemType\"", \""Accountclass\"":\""AccountClass\"" })"
SC00002,TDSAccBill_I,,GETGROUPFROMSCHEMA2,AD,accountcode,"GETGROUPFROMSCHEMA2(AD;accountcode;{\""itemtype\"":\""ItemType\"",\""Accountclass\"":\""AccountClass\"", \""AccountGroup\"":\""AccountGroup\""})"
SC00002,TDSAccBill_I,,GETGROUPFROMSCHEMA2,AD,ledgername,"GETGROUPFROMSCHEMA2(AD;ledgername;{\""itemtype\"":\""ItemType\"", \""Accountclass\"":\""AccountClass\"", \""AccountGroup\"":\""AccountGroup\""})"
SC00002,TDSAccBill_I,,GETGROUPFROMSCHEMA2,Bill_H,Reference2,"GETGROUPFROMSCHEMA2(Bill_H;Reference2;{\""documentnumber\"":\""documentnumber\""})"
SC00002,TDSAccBill_I,ExchangeRate,FETCHFROMSCHEMA,Bill_Item,,"{\""documentnumber\"":\""documentnumber\""}"
SC00002,TDSAccBill_I,TDSRate,FETCHFROMSCHEMA,Bill_Item,,"{\""documentnumber\"":\""documentnumber\"",\""sectionname\"":\""sectionname\""}"
SC00002,TDSAccBill_I,AccBaseValue,SUMFROMSCHEMA,Bill_Item,,"{\""documentnumber\"":\""documentnumber\"",\""SectionName\"":\""SectionName\"",\""Itemid\"":\""Itemid\"",\""ForPrdFrom\"":\""ForPrdFrom\"",\""ForPrdTo\"":\""ForPrdTo\"",\""Linkref\"":\""Linkref\""}"
SC00002,TDSAccBill_I,ProcessedTDSValue,SUMFROMSCHEMA,ProcessedTDSAmtinGSE,,"{\""createdid\"":\""Linkref\"",\""accountclass\"":\""SectionName\""}"
SC00002,ExpAccBill_I_TDS,,GETGROUPFROMSCHEMA2,Bill_H,Accountingdate,"GETGROUPFROMSCHEMA2(Bill_H;Accountingdate;{\\\""documentnumber\\\"":\\\""documentnumber\\\""})"
SC00002,ExpAccBill_I_TDS,,GETGROUPFROMSCHEMA2,Bill_H,Reference2,"GETGROUPFROMSCHEMA2(Bill_H;Reference2;{\""documentnumber\"":\""documentnumber\""})"
SC00002,ExpAccBill_I_TDS,,GETGROUPFROMSCHEMA2,Bill_H,documenttype,"GETGROUPFROMSCHEMA2(Bill_H;documenttype;{\\\""documentnumber\\\"":\\\""documentnumber\\\""})"
SC00002,ExpAccBill_I_TDS,,GETGROUPFROMSCHEMA2,IM,itemtype,"GETGROUPFROMSCHEMA2(IM;itemtype;{\""itemid\"":\""itemid\"" })"
SC00002,ExpAccBill_I_TDS,,GETGROUPFROMSCHEMA2,IM,accountgroup,"GETGROUPFROMSCHEMA2(IM;accountgroup;{\""itemid\"":\""itemid\""})"
SC00002,ExpAccBill_I_TDS,,GETGROUPFROMSCHEMA2,IM,accountclass,"GETGROUPFROMSCHEMA2(IM;accountclass;{\""itemid\"":\""itemid\""})"
SC00002,ExpAccBill_I_TDS,,GETGROUPFROMSCHEMA2,AD,AccountType,"GETGROUPFROMSCHEMA2(AD;AccountType;{\""itemtype\"":\""itemtype\"", \""accounttype\"":\""category\"", \""Accountgroup\"":\""Accountgroup\"" })"
SC00002,ExpAccBill_I_TDS,,GETGROUPFROMSCHEMA2,AD,coa,"GETGROUPFROMSCHEMA2(AD;coa;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""category\"",\""Accountgroup\"":\""Accountgroup\"" })"
SC00002,ExpAccBill_I_TDS,,GETGROUPFROMSCHEMA2,AD,accountcode,"GETGROUPFROMSCHEMA2(AD;accountcode;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""category\"",\""Accountgroup\"":\""Accountgroup\"",\""Accountclass\"":\""Accountclass\"" })"
SC00002,ExpAccBill_I_TDS,,GETGROUPFROMSCHEMA2,AD,ledgername,"GETGROUPFROMSCHEMA2(AD;ledgername;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""category\"",\""Accountgroup\"":\""Accountgroup\"",\""Accountclass\"":\""Accountclass\"",\""Accountcode\"":\""Accountcode\""})"
SC00002,ExpAccBill_I_TDS,,GETGROUPFROMSCHEMA2,AD,MISGrouping,"GETGROUPFROMSCHEMA2(AD;MISGrouping;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""category\"",\""Accountgroup\"":\""Accountgroup\"",\""Accountclass\"":\""Accountclass\"",\""Accountcode\"":\""Accountcode\""})"
SC00002,ExpAccBill_I_TDS,,GETGROUPFROMSCHEMA2,BillCostAllocation1,costallocationmethod,"GETGROUPFROMSCHEMA2(BillCostAllocation1;costallocationmethod;{""costallocationmethod"":""costallocationmethod""})"
SC00002,ExpAccBill_I_TDS,ExchangeRate,FETCHFROMSCHEMA,Bill_Item,,"{\""documentnumber\"":\""documentnumber\""}"
SC00002,ExpAccBill_I_TDS,Value1,SUMFROMSCHEMA,TDSAccBill_I,,"{\""documentnumber\"":\""documentnumber\"",\""Itemid\"":\""Itemid\"",\""sectionname\"":\""sectionname\"",\""ForPrdFrom\"":\""ForPrdFrom\"",\""ForPrdTo\"":\""ForPrdTo\"",\""Linkref\"":\""Linkref\""}"
SC00002,RoundOffAcc,,GETGROUPFROMSCHEMA2,Bill_H,Accountingdate,"GETGROUPFROMSCHEMA2(Bill_H;Accountingdate;{\\\""documentnumber\\\"":\\\""documentnumber\\\""})"
SC00002,RoundOffAcc,,GETGROUPFROMSCHEMA2,Bill_H,Accountingdate,"GETGROUPFROMSCHEMA2(Bill_H;Accountingdate;{\\\""documentnumber\\\"":\\\""documentnumber\\\""})"
SC00002,RoundOffAcc,,GETGROUPFROMSCHEMA2,Bill_H,Accountingdate,"GETGROUPFROMSCHEMA2(Bill_H;Accountingdate;{\\\""documentnumber\\\"":\\\""documentnumber\\\""})"
SC00002,RoundOffAcc,,GETGROUPFROMSCHEMA2,Bill_H,documenttype,"GETGROUPFROMSCHEMA2(Bill_H;documenttype;{\\\""documentnumber\\\"":\\\""documentnumber\\\""})"
SC00002,RoundOffAcc,,GETGROUPFROMSCHEMA2,AD,itemtype,"GETGROUPFROMSCHEMA2(AD;itemtype;{""ItemType"":{""equality"":""EQ"",""value"":""RoundOff""}})"
SC00002,RoundOffAcc,,GETGROUPFROMSCHEMA2,AD,Accountgroup,"GETGROUPFROMSCHEMA2(AD;Accountgroup;{""Accountgroup"":{""equality"":""EQ"",""value"":""CreditorsAc""}})"
SC00002,RoundOffAcc,,GETGROUPFROMSCHEMA2,AD,Accountclass,"GETGROUPFROMSCHEMA2(AD;Accountclass;{""Accountclass"":{""equality"":""EQ"",""value"":""Bill""}})"
SC00002,RoundOffAcc,,GETGROUPFROMSCHEMA2,AD,AccountType,"GETGROUPFROMSCHEMA2(AD;AccountType;{""AccountType"":{""equality"":""EQ"",""value"":""ExpAc""}})"
SC00002,RoundOffAcc,,GETGROUPFROMSCHEMA2,AD,coa,"GETGROUPFROMSCHEMA2(AD;coa;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""accounttype\"",\""Accountgroup\"":\""Accountgroup\"",\""Accountclass\"":\""Accountclass\""})"
SC00002,RoundOffAcc,,GETGROUPFROMSCHEMA2,AD,accountcode,"GETGROUPFROMSCHEMA2(AD;accountcode;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""accounttype\"",\""Accountgroup\"":\""Accountgroup\"",\""Accountclass\"":\""Accountclass\""})"
SC00002,RoundOffAcc,,GETGROUPFROMSCHEMA2,AD,ledgername,"GETGROUPFROMSCHEMA2(AD;ledgername;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""accounttype\"",\""Accountgroup\"":\""Accountgroup\"",\""Accountclass\"":\""Accountclass\""})"
SC00002,RoundOffAcc,,GETGROUPFROMSCHEMA2,AD,MISGrouping,"GETGROUPFROMSCHEMA2(AD;MISGrouping;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""accounttype\"",\""Accountgroup\"":\""Accountgroup\"",\""Accountclass\"":\""Accountclass\""})"
SC00002,RoundOffAcc,AmountinLocalCurrency,FETCHFROMSCHEMA,Bill_H,,"{\""interimid\"":\""interimid\""}"
SC00002,CrAccBill_I,,GETGROUPFROMSCHEMA2,Bill_H,senderid,"GETGROUPFROMSCHEMA2(Bill_H;senderid;{\\\""documentnumber\\\"":\\\""documentnumber\\\""})"
SC00002,CrAccBill_I,,GETGROUPFROMSCHEMA2,Bill_H,documenttype,"GETGROUPFROMSCHEMA2(Bill_H;documenttype;{\\\""documentnumber\\\"":\\\""documentnumber\\\""})"
SC00002,CrAccBill_I,,GETGROUPFROMSCHEMA2,VM,membertype,"GETGROUPFROMSCHEMA2(VM;membertype;{\""memberid\"":\""senderaccount\""})"
SC00002,CrAccBill_I,,GETGROUPFROMSCHEMA2,Bill_Item,LinkType,"GETGROUPFROMSCHEMA2(Bill_Item;LinkType;{\""Linkref\"":\""Linkref\""})"
SC00002,CrAccBill_I,,GETGROUPFROMSCHEMA2,Bill_H,documenttype,"GETGROUPFROMSCHEMA2(Bill_H;documenttype;{\""Documentnumber\"":\""Documentnumber\""})"
SC00002,CrAccBill_I,,GETGROUPFROMSCHEMA2,AD,AccountType,"GETGROUPFROMSCHEMA2(AD;AccountType;{\""itemtype\"":\""ItemType\"", \""Accountclass\"":\""AccountClass\"" })"
SC00002,CrAccBill_I,,GETGROUPFROMSCHEMA2,AD,coa,"GETGROUPFROMSCHEMA2(AD;coa;{\""itemtype\"":\""ItemType\"", \""Accountclass\"":\""AccountClass\"" })"
SC00002,CrAccBill_I,,GETGROUPFROMSCHEMA2,AD,accountcode,"GETGROUPFROMSCHEMA2(AD;accountcode;{\""itemtype\"":\""ItemType\"", \""Accountclass\"":\""AccountClass\"" })"
SC00002,CrAccBill_I,,GETGROUPFROMSCHEMA2,AD,ledgername,"GETGROUPFROMSCHEMA2(AD;ledgername;{\""itemtype\"":\""ItemType\"", \""Accountclass\"":\""AccountClass\"" })"
SC00002,CrAccBill_I,,GETGROUPFROMSCHEMA2,VM,MDledgername,"GETGROUPFROMSCHEMA2(VM;MDledgername;{\""memberid\"":\""senderaccount\"",\""gstin\"":\""senderid\"",\""ledgercategory\"":\""ledgercategory\""})"
SC00002,CrAccBill_I,ExchangeRate,FETCHFROMSCHEMA,Bill_Item,,"{\""documentnumber\"":\""documentnumber\""}"
SC00002,CrAccBill_I,ExpValue,SUMFROMSCHEMA,ExpAccBill_I,,"{\""Documentnumber\"":\""Documentnumber\"",\""Itemid\"":\""Itemid\"",\""ForPrdFrom\"":\""ForPrdFrom\"",\""ForPrdTo\"":\""ForPrdTo\"",\""Linkref\"":\""Linkref\""}"
SC00002,CrAccBill_I,GSTValue,SUMFROMSCHEMA,GSTAccBill_I,,"{\""Documentnumber\"":\""Documentnumber\"",\""Itemid\"":\""Itemid\"",\""ForPrdFrom\"":\""ForPrdFrom\"",\""ForPrdTo\"":\""ForPrdTo\"",\""Linkref\"":\""Linkref\""}"
SC00002,CrAccBill_I,TDSValue,SUMFROMSCHEMA,TDSAccBill_I,,"{\""Documentnumber\"":\""Documentnumber\"",\""Itemid\"":\""Itemid\"",\""ForPrdFrom\"":\""ForPrdFrom\"",\""ForPrdTo\"":\""ForPrdTo\"",\""Linkref\"":\""Linkref\""}"
SC00002,CrAccBill_I,ExpTDSValue,SUMFROMSCHEMA,ExpAccBill_I_TDS,,"{\""Documentnumber\"":\""Documentnumber\"",\""Itemid\"":\""Itemid\"",\""ForPrdFrom\"":\""ForPrdFrom\"",\""ForPrdTo\"":\""ForPrdTo\"",\""Linkref\"":\""Linkref\""}"
SC00002,CrAccBill_I,ExpGSTValue,SUMFROMSCHEMA,ExpAccBill_I_GST,,"{\""Documentnumber\"":\""Documentnumber\"",\""Itemid\"":\""Itemid\"",\""ForPrdFrom\"":\""ForPrdFrom\"",\""ForPrdTo\"":\""ForPrdTo\"",\""Linkref\"":\""Linkref\""}"
SC00002,ProvisionReversalCostAllocation,,GETGROUPFROMSCHEMA2,Bill_Item,Reference3,"GETGROUPFROMSCHEMA2(Bill_Item;Reference3;{\""documentnumber\"":\""documentnumber\"",\""Linkref\"":\""Linkref\""})"
SC00002,ProvisionReversalCostAllocation,,GETGROUPFROMSCHEMA2,PO&IP_Status,accountcode,"GETGROUPFROMSCHEMA2(PO&IP_Status;accountcode;{\""documentnumber\"":\""Linkref\""})"
SC00002,ProvisionReversalCostAllocation,,GETGROUPFROMSCHEMA2,ReverseCA,CostAllocationMethod,"GETGROUPFROMSCHEMA2(ReverseCA;CostAllocationMethod;{""createdid"":""linkref"",""itemid"":""itemid"",""ForPrdFrom"":""ForPrdFrom"",""ForPrdTo"":""ForPrdTo""})"
SC00002,ProvisionReversalCostAllocation,,GETGROUPFROMSCHEMA2,ReverseCA,LOB,"GETGROUPFROMSCHEMA2(ReverseCA;LOB;{""createdid"":""linkref"",""itemid"":""itemid"",""ForPrdFrom"":""ForPrdFrom"",""ForPrdTo"":""ForPrdTo"",""CostAllocationMethod"":""CostAllocationMethod""})"
SC00002,ProvisionReversalCostAllocation,,GETGROUPFROMSCHEMA2,ReversalProvisionExpAcc,lineref,"GETGROUPFROMSCHEMA2(ReversalProvisionExpAcc;lineref;{""linkref"":""linkref"",""itemid"":""itemid"",""ForPrdFrom"":""ForPrdFrom"",""ForPrdTo"":""ForPrdTo""})"
SC00002,ProvisionReversalCostAllocation,,GETGROUPFROMSCHEMA2,ReversalProvisionExpAcc,LedgerName,"GETGROUPFROMSCHEMA2(ReversalProvisionExpAcc;LedgerName;{""linkref"":""linkref"",""itemid"":""itemid"",""ForPrdFrom"":""ForPrdFrom"",""ForPrdTo"":""ForPrdTo"",""lineref"":""lineref""})"
SC00002,ProvisionReversalCostAllocation,,GETGROUPFROMSCHEMA2,ReversalProvisionExpAcc,AccountType,"GETGROUPFROMSCHEMA2(ReversalProvisionExpAcc;AccountType;{""linkref"":""linkref"",""itemid"":""itemid"",""ForPrdFrom"":""ForPrdFrom"",""ForPrdTo"":""ForPrdTo"",""lineref"":""lineref""})"
SC00002,ProvisionReversalCostAllocation,costallocationparameterperc,FETCHFROMSCHEMA,ReverseCA,,"{\""createdid\"":\""linkref\"",\""itemid\"":\""itemid\"",\""ForPrdFrom\"":\""ForPrdFrom\"",\""ForPrdTo\"":\""ForPrdTo\"",\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""LOB\"":\""LOB\""}"
SC00002,ProvisionReversalCostAllocation,Value,SUMFROMSCHEMA,ReversalProvisionExpAcc,,"{\""documentnumber\"":\""documentnumber\"",\""itemid\"":\""itemid\"",\""Linkref\"":\""Linkref\"",\""ForPrdFrom\"":\""ForPrdFrom\"",\""ForPrdTo\"":\""ForPrdTo\""}"
SC00002,BillCostAllocation,,GETGROUPFROMSCHEMA2,BillCostAllocation1,LOB,"GETGROUPFROMSCHEMA2(BillCostAllocation1;LOB;{""costallocationmethod"":""costallocationmethod"",""linkref"":""linkref""})"
SC00002,BillCostAllocation,,GETGROUPFROMSCHEMA2,BillCostAllocation1,costallocationmode,"GETGROUPFROMSCHEMA2(BillCostAllocation1;costallocationmode;{""costallocationmethod"":""costallocationmethod""})"
SC00002,BillCostAllocation,,GETGROUPFROMSCHEMA2,AccountingJournal,lineref,"GETGROUPFROMSCHEMA2(AccountingJournal;lineref;{\""documentnumber\"":\""documentnumber\"",\""AccountType\"":\""category\"",\""ForPrdFrom\"":\""ForPrdFrom\"",\""ForPrdTo\"":\""ForPrdTo\"",\""linkref\"":\""linkref\"",\""CostAllocationMethod\"":\""CostAllocationMethod\""})"
SC00002,BillCostAllocation,,GETGROUPFROMSCHEMA2,AccountingJournal,LedgerName,"GETGROUPFROMSCHEMA2(AccountingJournal;LedgerName;{\""documentnumber\"":\""documentnumber\"",\""AccountType\"":\""category\"",\""ForPrdFrom\"":\""ForPrdFrom\"",\""ForPrdTo\"":\""ForPrdTo\"",\""linkref\"":\""linkref\"",\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""lineref\"":\""lineref\""})"
SC00002,BillCostAllocation,,GETGROUPFROMSCHEMA2,AccountingJournal,AccountType,"GETGROUPFROMSCHEMA2(AccountingJournal;AccountType;{\""documentnumber\"":\""documentnumber\"",\""AccountType\"":\""category\"",\""ForPrdFrom\"":\""ForPrdFrom\"",\""ForPrdTo\"":\""ForPrdTo\"",\""linkref\"":\""linkref\"",\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""lineref\"":\""lineref\""})"
SC00002,BillCostAllocation,TCostAllocationValue,FETCHFROMSCHEMA,TCostAllocationValue,,"{\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""linkref\"":\""linkref\""}"
SC00002,BillCostAllocation,CostAllocationParameterValue,SUMFROMSCHEMA,BillCostAllocation1,,"{\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""linkref\"":\""linkref\"",\""LOB\"":\""LOB\""}"
SC00002,BillCostAllocation,BillAmountinLocalCurrency,SUMFROMSCHEMA,AccountingJournal,,"{\""documentnumber\"":\""documentnumber\"",\""AccountType\"":\""category\"",\""ForPrdFrom\"":\""ForPrdFrom\"",\""ForPrdTo\"":\""ForPrdTo\"",\""linkref\"":\""linkref\"",\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""lineref\"":\""lineref\""}"
SC00002,BillCostAllocation,AmountinLocalCurrency2,SUMFROMSCHEMA,BillCostAllocation1,,"{\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""LOB\"":\""LOB\""}"
SC00002,AmortizeBill_I,SignWAccBaseValue,SUMFROMSCHEMA,Bill_Item,,"{\""documentnumber\"":\""documentnumber\"",\""Itemid\"":\""Itemid\"",\""LinkType\"":\""LinkType\"",\""ForPrdFrom\"":\""ForPrdFrom\"",\""ForPrdTo\"":\""ForPrdTo\"",\""Linkref\"":\""Linkref\""}"
SC00002,AmortizeBill_I,ExpValue_TDS,SUMFROMSCHEMA,ExpAccBill_I_TDS,,"{\""Documentnumber\"":\""Documentnumber\"",\""Itemid\"":\""Itemid\"",\""Linkref\"":\""Linkref\""}"
SC00002,AmortizeBill_I,ExpValue_GST,SUMFROMSCHEMA,ExpAccBill_I_GST,,"{\""Documentnumber\"":\""Documentnumber\"",\""Itemid\"":\""Itemid\"",\""Linkref\"":\""Linkref\""}"
SC00002,AmortizeBill_I,ExchangeRate,FETCHFROMSCHEMA,Bill_Item,,"{\""documentnumber\"":\""documentnumber\""}"
SC00002,PO&IPVsBill,,GETGROUPFROMSCHEMA2,Bill_H,sendername,"GETGROUPFROMSCHEMA2(Bill_H;sendername;{\""TransactionType\"":\""TransactionType\""})"
SC00002,PO&IPVsBill,,GETGROUPFROMSCHEMA2,Bill_H,documentdate,"GETGROUPFROMSCHEMA2(Bill_H;documentdate;{\""TransactionType\"":\""TransactionType\""})"
SC00002,PO&IPVsBill,,GETGROUPFROMSCHEMA2,Bill_H,documentnumber,"GETGROUPFROMSCHEMA2(Bill_H;documentnumber;{\""TransactionType\"":\""TransactionType\""})"
SC00002,PO&IPVsBill,,GETGROUPFROMSCHEMA2,Bill_H,documentref,"GETGROUPFROMSCHEMA2(Bill_H;documentref;{\""TransactionType\"":\""TransactionType\""})"
SC00002,PO&IPVsBill,,GETGROUPFROMSCHEMA2,Bill_Item,ItemID,"GETGROUPFROMSCHEMA2(Bill_Item;ItemID;{\""TransactionType\"":\""TransactionType\""})"
SC00002,PO&IPVsBill,,GETGROUPFROMSCHEMA2,Bill_Item,LinkRef,"GETGROUPFROMSCHEMA2(Bill_Item;LinkRef;{\""TransactionType\"":\""TransactionType\"",\""ItemID\"":\""ItemID\""})"
SC00002,PO&IPVsBill,,GETGROUPFROMSCHEMA2,Bill_Item,LinkType,"GETGROUPFROMSCHEMA2(Bill_Item;LinkType;{\""LinkRef\"":\""LinkRef\"",\""ItemID\"":\""ItemID\""})"
SC00002,PO&IPVsBill,POorIPQty,SUMFROMSCHEMA,PO&IP_Status,,"{\""documentnumber\"":\""LinkRef\"",\""ItemID\"":\""ItemID\""}"
SC00002,PO&IPVsBill,BillQty,SUMFROMSCHEMA,Bill_Item,,"{\""documentnumber\"":\""documentnumber\"",\""ItemID\"":\""ItemID\"",\""LinkRef\"":\""LinkRef\""}"
SC00002,PO&IPVsBill,POorIPRate,SUMFROMSCHEMA,PO&IP_Status,,"{\""documentnumber\"":\""LinkRef\"",\""ItemID\"":\""ItemID\""}"
SC00002,PO&IPVsBill,BillRate,SUMFROMSCHEMA,Bill_Item,,"{\""documentnumber\"":\""documentnumber\"",\""ItemID\"":\""ItemID\"",\""LinkRef\"":\""LinkRef\""}"
SC00002,PO&IPVsBill,POorIPAddlCharge,SUMFROMSCHEMA,PO&IP_Status,,"{\""documentnumber\"":\""LinkRef\"",\""ItemID\"":\""ItemID\""}"
SC00002,PO&IPVsBill,BillAddlCharge,SUMFROMSCHEMA,Bill_Item,,"{\""documentnumber\"":\""documentnumber\"",\""ItemID\"":\""ItemID\"",\""LinkRef\"":\""LinkRef\""}"
SC00002,PO&IPVsBill,POorIPDiscountAmt,SUMFROMSCHEMA,PO&IP_Status,,"{\""documentnumber\"":\""LinkRef\"",\""ItemID\"":\""ItemID\""}"
SC00002,PO&IPVsBill,BillDiscountAmt,SUMFROMSCHEMA,Bill_Item,,"{\""documentnumber\"":\""documentnumber\"",\""ItemID\"":\""ItemID\"",\""LinkRef\"":\""LinkRef\""}"
SC00002,PO&IPVsBill,POorIPTaxPercentage,SUMFROMSCHEMA,PO&IP_Status,,"{\""documentnumber\"":\""LinkRef\"",\""ItemID\"":\""ItemID\""}"
SC00002,PO&IPVsBill,BillTaxPercentage,SUMFROMSCHEMA,Bill_Item,,"{\""documentnumber\"":\""documentnumber\"",\""ItemID\"":\""ItemID\"",\""LinkRef\"":\""LinkRef\""}"
SC00002,PO&IPVsBill,POorIPBaseValue,SUMFROMSCHEMA,PO&IP_Status,,"{\""documentnumber\"":\""LinkRef\"",\""ItemID\"":\""ItemID\""}"
SC00002,PO&IPVsBill,BillBasevalue,SUMFROMSCHEMA,Bill_Item,,"{\""documentnumber\"":\""documentnumber\"",\""ItemID\"":\""ItemID\"",\""LinkRef\"":\""LinkRef\""}"
SC00002,PO&IPVsBill,POorIPTaxValue,SUMFROMSCHEMA,PO&IP_Status,,"{\""documentnumber\"":\""LinkRef\"",\""ItemID\"":\""ItemID\""}"
SC00002,PO&IPVsBill,BillTaxValue,SUMFROMSCHEMA,Bill_Item,,"{\""documentnumber\"":\""documentnumber\"",\""ItemID\"":\""ItemID\"",\""LinkRef\"":\""LinkRef\""}"
SC00002,PO&IPVsBill,POorIPDocumentValue,SUMFROMSCHEMA,PO&IP_Status,,"{\""documentnumber\"":\""LinkRef\"",\""ItemID\"":\""ItemID\""}"
SC00002,PO&IPVsBill,BillDocumentValue,SUMFROMSCHEMA,Bill_Item,,"{\""documentnumber\"":\""documentnumber\"",\""ItemID\"":\""ItemID\"",\""LinkRef\"":\""LinkRef\""}"
SC00002,ErrorDetection,TotalBillBaseValue,SUMFROMSCHEMA,AccountingJournal,,"{\""documentnumber\"":\""documentnumber\"",\""LinkRef\"":\""LinkRef\"",\""AccountType\"":\""category\""}"
SC00002,ErrorDetection,TotalOrderBaseValue,SUMFROMSCHEMA,PO&IP_Status,,"{\""documentnumber\"":\""LinkRef\""}"
SC00002,ErrorDetection,TotalCostAllocation,SUMFROMSCHEMA,BillCostAllocation,,"{\""documentnumber\"":\""documentnumber\"",\""LinkRef\"":\""LinkRef\"",\""category\"":\""category\""}"
SC00002,ErrorDetection,AJCrossFootErrorInd,SUMFROMSCHEMA,AccountingJournal,,"{\""documentnumber\"":\""documentnumber\"",\""LinkRef\"":\""LinkRef\""}"
SC00002,ErrorDetection,totalreversedcostallocation,SUMFROMSCHEMA,ProvisionReversalCostAllocation,,"{\""documentnumber\"":\""documentnumber\"",\""LinkRef\"":\""LinkRef\""}"
SC00002,ErrorDetection,reversedajcrossfooterrorind,SUMFROMSCHEMA,ProvisionReversalAccountingJournal,,"{\""documentnumber\"":\""documentnumber\"",\""LinkRef\"":\""LinkRef\""}"
SC00002,BillHead,,GETGROUPFROMSCHEMA2,Bill_H,Accountingdate,"GETGROUPFROMSCHEMA2(Bill_H;Accountingdate;{\\\""documentnumber\\\"":\\\""documentnumber\\\""})"
SC00002,BillHead,totalbasevalue,SUMFROMSCHEMA,Bill_Item,,"{\""interimid\"":\""interimid\""}"
SC00002,BillHead,totalrate,SUMFROMSCHEMA,Bill_Item,,"{\""interimid\"":\""interimid\""}"
SC00002,BillHead,totaltaxvalue,SUMFROMSCHEMA,Bill_Item,,"{\""interimid\"":\""interimid\""}"
SC00002,BillHead,totaldocumentvalue,SUMFROMSCHEMA,Bill_Item,,"{\""interimid\"":\""interimid\""}"
SC00002,BillHead,amountinlocalcurrency,SUMFROMSCHEMA,Bill_Item,,"{\""interimid\"":\""interimid\""}"
