source_schema,source_class,source_component,ref_type,target_schema,target_column,filter_json
SC00002,BillHead,amountintransactioncurrency,SUMFROMSCHEMA,Bill_Item,,"{\""interimid\"":\""interimid\""}"
SC00004,POCostAllocation1,,GETGROUPFROMSCHEMA2,CostAllocationMaster,LOB,"GETGROUPFROMSCHEMA2(CostAllocationMaster;LOB;{""costallocationmethod"":""costallocationmethod"", ""ForPrdFrom"":{""equality"":""LE"",""value"":""ForPrdTo""}, ""ForPrdTo"":{""equality"":""GE"",""value"":""ForPrdFrom""},""costallocationcategory"":{""equality"":""EQ"",""value"":""Plan""},""costallocationmode"":{""equality"":""NE"",""value"":""NE""}})"
SC00004,POCostAllocation1,,GETGROUPFROMSCHEMA2,CostAllocationMaster,AllocationType,"GETGROUPFROMSCHEMA2(CostAllocationMaster;AllocationType;{""costallocationmethod"":""costallocationmethod"",""LOB"":""LOB"", ""ForPrdFrom"":{""equality"":""LE"",""value"":""ForPrdTo""}, ""ForPrdTo"":{""equality"":""GE"",""value"":""ForPrdFrom""},""costallocationcategory"":{""equality"":""EQ"",""value"":""Plan""},""costallocationmode"":{""equality"":""NE"",""value"":""NE""}})"
SC00004,POCostAllocation1,,GETGROUPFROMSCHEMA2,CostAllocationMaster,ForPrdFrom,"GETGROUPFROMSCHEMA2(CostAllocationMaster;ForPrdFrom;{""costallocationmethod"":""costallocationmethod"",""LOB"":""LOB"", ""ForPrdFrom"":{""equality"":""LE"",""value"":""ForPrdTo""}, ""ForPrdTo"":{""equality"":""GE"",""value"":""ForPrdFrom""}, ""costallocationcategory"":{""equality"":""EQ"",""value"":""Plan""},""costallocationmode"":{""equality"":""NE"",""value"":""NE""}})"
SC00004,POCostAllocation1,,GETGROUPFROMSCHEMA2,CostAllocationMaster,costallocationcategory,"GETGROUPFROMSCHEMA2(CostAllocationMaster;costallocationcategory;{""costallocationmethod"":""costallocationmethod"",""LOB"":""LOB"", ""ForPrdFrom"":{""equality"":""LE"",""value"":""ForPrdTo""}, ""ForPrdTo"":{""equality"":""GE"",""value"":""ForPrdFrom""}, ""costallocationcategory"":{""equality"":""EQ"",""value"":""Plan""},""costallocationmode"":{""equality"":""NE"",""value"":""NE""}})"
SC00004,POCostAllocation1,CostAllocationParameterValue,FETCHFROMSCHEMA,CostAllocationMaster,,"{\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""LOB\"":\""LOB\"",\""costallocationcategory\"":\""costallocationcategory\"",\""ForPrdFrom\"":\""CAPrdFrom\""}"
SC00004,TCostAllocationValue,TCostAllocationValue,SUMFROMSCHEMA,POCostAllocation1,,"{\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""documentnumber\"":\""documentnumber\""}"
SC00004,POCostAllocation,,GETGROUPFROMSCHEMA2,POCostAllocation1,LOB,"GETGROUPFROMSCHEMA2(POCostAllocation1;LOB;{""costallocationmethod"":""costallocationmethod""})"
SC00004,POCostAllocation,,GETGROUPFROMSCHEMA2,POCostAllocation1,LOB,"GETGROUPFROMSCHEMA2(POCostAllocation1;LOB;{""costallocationmethod"":""costallocationmethod""})"
SC00004,POCostAllocation,TCostAllocationValue,FETCHFROMSCHEMA,TCostAllocationValue,,"{\""CostAllocationMethod\"":\""CostAllocationMethod\""}"
SC00004,POCostAllocation,CostAllocationParameterValue,SUMFROMSCHEMA,POCostAllocation1,,"{\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""LOB\"":\""LOB\""}"
SC00004,POCostAllocation,POAmountinLocalCurrency,SUMFROMSCHEMA,PO_ItemCalculation,,"{\""documentnumber\"":\""documentnumber\"",\""CostAllocationMethod\"":\""CostAllocationMethod\""}"
SC00004,POWF,,GETGROUPFROMSCHEMA2,CostAllocationMaster,LOB,"GETGROUPFROMSCHEMA2(CostAllocationMaster;LOB;{""costallocationmethod"":""costallocationmethod"",  ""costallocationcategory"":{""equality"":""EQ"",""value"":""Plan""}})"
SC00004,POWF,,GETGROUPFROMSCHEMA2,AP,ActivityCode,"GETGROUPFROMSCHEMA2(AP;ActivityCode;{\\\""Function\\\"":\\\""Function\\\"",\\\""LOB\\\"":\\\""LOB\\\"" })"
SC00004,POWF,,GETGROUPFROMSCHEMA2,AP,ActivityName,"GETGROUPFROMSCHEMA2(AP;ActivityName;{\\\""Function\\\"":\\\""Function\\\"",\\\""LOB\\\"":\\\""LOB\\\"",\\\""ActivityCode\\\"":\\\""ActivityCode\\\"" })"
SC00004,POWF,,GETGROUPFROMSCHEMA2,AP,Dependency,"GETGROUPFROMSCHEMA2(AP;Dependency;{\\\""Function\\\"":\\\""Function\\\"",\\\""LOB\\\"":\\\""LOB\\\"",\\\""ActivityCode\\\"":\\\""ActivityCode\\\"" })"
SC00004,POWF,,GETGROUPFROMSCHEMA2,AP,ActivityStatus,"GETGROUPFROMSCHEMA2(AP;ActivityStatus;{\\\""Function\\\"":\\\""Function\\\"",\\\""LOB\\\"":\\\""LOB\\\"",\\\""ActivityCode\\\"":\\\""ActivityCode\\\"" })"
SC00004,POWF,,GETGROUPFROMSCHEMA2,AP,ActivityType,"GETGROUPFROMSCHEMA2(AP;ActivityType;{\\\""Function\\\"":\\\""Function\\\"",\\\""LOB\\\"":\\\""LOB\\\"",\\\""ActivityCode\\\"":\\\""ActivityCode\\\"" })"
SC00026,G&SRN_BT3H,,GETGROUPFROMSCHEMA2,VM,organizationname,"GETGROUPFROMSCHEMA2(VM;organizationname;{\""memberid\"":\""senderaccount\""})"
SC00026,G&SRN_BT3H,,GETGROUPFROMSCHEMA2,VM,pan,"GETGROUPFROMSCHEMA2(VM;pan;{\""memberid\"":\""senderaccount\""})"
SC00026,BT3I,,GETGROUPFROMSCHEMA2,G&SRN_BT3H,DocumentNumber,"GETGROUPFROMSCHEMA2(G&SRN_BT3H;DocumentNumber;{""Upload\"":\""Upload\""})"
SC00026,G&SRN_BT3I,,GETGROUPFROMSCHEMA2,VM,organizationname,"GETGROUPFROMSCHEMA2(VM;organizationname;{\""memberid\"":\""senderaccount\""})"
SC00026,G&SRN_BT3I,,GETGROUPFROMSCHEMA2,IM,ItemName,"GETGROUPFROMSCHEMA2(IM;ItemName;{\""ItemID\"":\""ItemID\""})"
SC00026,G&SRN_BT3I,,GETGROUPFROMSCHEMA2,BT3I,DocumentNumber,"GETGROUPFROMSCHEMA2(BT3I;DocumentNumber;{""Upload\"":\""Upload\""})"
SC00026,G&SRN_BT3I,TotalAcceptedQty,SUMFROMSCHEMA,BT3I,,"{\""ReceiverAccount\"":\""ReceiverAccount\""}"
SC00026,G&SRNCostAllocation1,,GETGROUPFROMSCHEMA2,BT3I,DocumentNumber,"GETGROUPFROMSCHEMA2(BT3I;DocumentNumber;{""uuid\"":\""uuid\""})"
SC00026,G&SRNCostAllocation1,,GETGROUPFROMSCHEMA2,CostAllocationMaster,LOB,"GETGROUPFROMSCHEMA2(CostAllocationMaster;LOB;{""costallocationmethod"":""costallocationmethod"", ""ForPrdFrom"":{""equality"":""LE"",""value"":""ForPrdTo""}, ""ForPrdTo"":{""equality"":""GE"",""value"":""ForPrdFrom""}, ""costallocationmode"":{""equality"":""NE"",""value"":""NE""}, ""costallocationcategory"":{""equality"":""EQ"",""value"":""Actual""}})"
SC00026,G&SRNCostAllocation1,,GETGROUPFROMSCHEMA2,CostAllocationMaster,AllocationType,"GETGROUPFROMSCHEMA2(CostAllocationMaster;AllocationType;{""costallocationmethod"":""costallocationmethod"",""LOB"":""LOB"", ""ForPrdFrom"":{""equality"":""LE"",""value"":""ForPrdTo""}, ""ForPrdTo"":{""equality"":""GE"",""value"":""ForPrdFrom""}, ""CostAllocationMode"":{""equality"":""NE"",""value"":""NE""}, ""costallocationcategory"":{""equality"":""EQ"",""value"":""Actual""}})"
SC00026,G&SRNCostAllocation1,,GETGROUPFROMSCHEMA2,CostAllocationMaster,ForPrdFrom,"GETGROUPFROMSCHEMA2(CostAllocationMaster;ForPrdFrom;{""costallocationmethod"":""costallocationmethod"",""LOB"":""LOB"", ""ForPrdFrom"":{""equality"":""LE"",""value"":""ForPrdTo""}, ""ForPrdTo"":{""equality"":""GE"",""value"":""ForPrdFrom""}, ""CostAllocationMode"":{""equality"":""NE"",""value"":""NE""}, ""costallocationcategory"":{""equality"":""EQ"",""value"":""Actual""}})"
SC00026,G&SRNCostAllocation1,,GETGROUPFROMSCHEMA2,CostAllocationMaster,costallocationcategory,"GETGROUPFROMSCHEMA2(CostAllocationMaster;costallocationcategory;{""costallocationmethod"":""costallocationmethod"",""LOB"":""LOB"", ""ForPrdFrom"":{""equality"":""LE"",""value"":""ForPrdTo""}, ""ForPrdTo"":{""equality"":""GE"",""value"":""ForPrdFrom""}, ""CostAllocationMode"":{""equality"":""NE"",""value"":""NE""}, ""costallocationcategory"":{""equality"":""EQ"",""value"":""Actual""}})"
SC00026,G&SRNCostAllocation1,CostAllocationParameterValue,FETCHFROMSCHEMA,CostAllocationMaster,,"{\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""LOB\"":\""LOB\"",\""costallocationcategory\"":\""costallocationcategory\"",\""ForPrdFrom\"":\""CAPrdFrom\""}"
SC00026,TCostAllocationValue,,GETGROUPFROMSCHEMA2,BT3I,DocumentNumber,"GETGROUPFROMSCHEMA2(BT3I;DocumentNumber;{""uuid\"":\""uuid\""})"
SC00026,TCostAllocationValue,TCostAllocationValue,SUMFROMSCHEMA,G&SRNCostAllocation1,,"{\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""createdid\"":\""documentnumber\""}"
SC00026,ExpAcc,,GETGROUPFROMSCHEMA2,VM,organizationname,"GETGROUPFROMSCHEMA2(VM;organizationname;{\""memberid\"":\""senderaccount\""})"
SC00026,ExpAcc,,GETGROUPFROMSCHEMA2,BT3I,DocumentNumber,"GETGROUPFROMSCHEMA2(BT3I;DocumentNumber;{""uuid\"":\""uuid\""})"
SC00026,ExpAcc,,GETGROUPFROMSCHEMA2,G&SRN_BT3I,category,"GETGROUPFROMSCHEMA2(G&SRN_BT3I;category;{\""documentnumber\"":\""documentnumber\""})"
SC00026,ExpAcc,,GETGROUPFROMSCHEMA2,IM,itemtype,"GETGROUPFROMSCHEMA2(IM;itemtype;{\""itemid\"":\""itemid\""})"
SC00026,ExpAcc,,GETGROUPFROMSCHEMA2,IM,accountgroup,"GETGROUPFROMSCHEMA2(IM;accountgroup;{\""itemid\"":\""itemid\""})"
SC00026,ExpAcc,,GETGROUPFROMSCHEMA2,IM,accountclass,"GETGROUPFROMSCHEMA2(IM;accountclass;{\""itemid\"":\""itemid\""})"
SC00026,ExpAcc,,GETGROUPFROMSCHEMA2,AD,AccountType,"GETGROUPFROMSCHEMA2(AD;AccountType;{\""itemtype\"":\""itemtype\"", \""accounttype\"":{\""equality\"":\""NE\"",\""value\"":\""ProvAc\""}, \""Accountgroup\"":\""Accountgroup\"" })"
SC00026,ExpAcc,,GETGROUPFROMSCHEMA2,AD,coa,"GETGROUPFROMSCHEMA2(AD;coa;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""AccountType\"",\""Accountgroup\"":\""Accountgroup\"",\""Accountclass\"":\""Accountclass\"" })"
SC00026,ExpAcc,,GETGROUPFROMSCHEMA2,AD,accountcode,"GETGROUPFROMSCHEMA2(AD;accountcode;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""AccountType\"",\""Accountgroup\"":\""Accountgroup\"",\""Accountclass\"":\""Accountclass\"" })"
SC00026,ExpAcc,,GETGROUPFROMSCHEMA2,AD,ledgername,"GETGROUPFROMSCHEMA2(AD;ledgername;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""AccountType\"",\""Accountgroup\"":\""Accountgroup\"",\""Accountclass\"":\""Accountclass\"",\""Accountcode\"":\""Accountcode\""})"
SC00026,ExpAcc,,GETGROUPFROMSCHEMA2,AD,MISGrouping,"GETGROUPFROMSCHEMA2(AD;MISGrouping;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""AccountType\"",\""Accountgroup\"":\""Accountgroup\"",\""Accountclass\"":\""Accountclass\"",\""Accountcode\"":\""Accountcode\""})"
SC00026,ExpAcc,,GETGROUPFROMSCHEMA2,BT3I,DocumentNumber,"GETGROUPFROMSCHEMA2(BT3I;DocumentNumber;{""uuid\"":\""uuid\""})"
SC00026,ExpAcc,Value,SUMFROMSCHEMA,G&SRN_BT3I,,"{""uuid\"":\""uuid\""}"
SC00026,TDSAcc,,GETGROUPFROMSCHEMA2,VM,organizationname,"GETGROUPFROMSCHEMA2(VM;organizationname;{\""memberid\"":\""senderaccount\""})"
SC00026,TDSAcc,,GETGROUPFROMSCHEMA2,BT3I,DocumentNumber,"GETGROUPFROMSCHEMA2(BT3I;DocumentNumber;{""uuid\"":\""uuid\""})"
SC00026,TDSAcc,,GETGROUPFROMSCHEMA2,G&SRN_BT3I,category,"GETGROUPFROMSCHEMA2(G&SRN_BT3I;category;{\""documentnumber\"":\""documentnumber\""})"
SC00026,TDSAcc,,GETGROUPFROMSCHEMA2,G&SRN_BT3H,taxtype,"GETGROUPFROMSCHEMA2(G&SRN_BT3H;taxtype;{\""documentnumber\"":\""documentnumber\""})"
SC00026,TDSAcc,,GETGROUPFROMSCHEMA2,VM,vendortaxclassification,"GETGROUPFROMSCHEMA2(VM;vendortaxclassification;{\""memberid\"":\""senderaccount\""})"
SC00026,TDSAcc,,GETGROUPFROMSCHEMA2,G&SRN_BT3I,SectionName,"GETGROUPFROMSCHEMA2(G&SRN_BT3I;SectionName;{\""Documentnumber\"":\""Documentnumber\"" })"
SC00026,TDSAcc,,GETGROUPFROMSCHEMA2,AD,AccountType,"GETGROUPFROMSCHEMA2(AD;AccountType;{\""itemtype\"":\""ItemType\"", \""Accountclass\"":\""AccountClass\"" })"
SC00026,TDSAcc,,GETGROUPFROMSCHEMA2,AD,AccountGroup,"GETGROUPFROMSCHEMA2(AD;AccountGroup;{\""itemtype\"":\""ItemType\"", \""Accountclass\"":\""AccountClass\"" })"
SC00026,TDSAcc,,GETGROUPFROMSCHEMA2,AD,coa,"GETGROUPFROMSCHEMA2(AD;coa;{\""itemtype\"":\""ItemType\"", \""Accountclass\"":\""AccountClass\"" })"
SC00026,TDSAcc,,GETGROUPFROMSCHEMA2,AD,accountcode,"GETGROUPFROMSCHEMA2(AD;accountcode;{\""itemtype\"":\""ItemType\"", \""Accountclass\"":\""AccountClass\"" })"
SC00026,TDSAcc,,GETGROUPFROMSCHEMA2,AD,ledgername,"GETGROUPFROMSCHEMA2(AD;ledgername;{\""itemtype\"":\""ItemType\"", \""Accountclass\"":\""AccountClass\"" })"
SC00026,TDSAcc,,GETGROUPFROMSCHEMA2,BT3I,DocumentNumber,"GETGROUPFROMSCHEMA2(BT3I;DocumentNumber;{""uuid\"":\""uuid\""})"
SC00026,TDSAcc,BaseValue,SUMFROMSCHEMA,G&SRN_BT3I,,"{""uuid\"":\""uuid\""}"
SC00026,Provision,,GETGROUPFROMSCHEMA2,VM,organizationname,"GETGROUPFROMSCHEMA2(VM;organizationname;{\""memberid\"":\""senderaccount\""})"
SC00026,Provision,,GETGROUPFROMSCHEMA2,BT3I,DocumentNumber,"GETGROUPFROMSCHEMA2(BT3I;DocumentNumber;{""uuid\"":\""uuid\""})"
SC00026,Provision,,GETGROUPFROMSCHEMA2,G&SRN_BT3I,category,"GETGROUPFROMSCHEMA2(G&SRN_BT3I;category;{\""documentnumber\"":\""documentnumber\""})"
SC00026,Provision,,GETGROUPFROMSCHEMA2,IM,itemtype,"GETGROUPFROMSCHEMA2(IM;itemtype;{\""itemid\"":\""itemid\""})"
SC00026,Provision,,GETGROUPFROMSCHEMA2,G&SRN_BT3I,category,"GETGROUPFROMSCHEMA2(G&SRN_BT3I;category;{\""documentnumber\"":\""documentnumber\""})"
SC00026,Provision,,GETGROUPFROMSCHEMA2,AD,Accountgroup,"GETGROUPFROMSCHEMA2(AD;Accountgroup;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""AccountType\""})"
SC00026,Provision,,GETGROUPFROMSCHEMA2,AD,Accountclass,"GETGROUPFROMSCHEMA2(AD;Accountclass;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""AccountType\""})"
SC00026,Provision,,GETGROUPFROMSCHEMA2,AD,coa,"GETGROUPFROMSCHEMA2(AD;coa;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""AccountType\""})"
SC00026,Provision,,GETGROUPFROMSCHEMA2,AD,accountcode,"GETGROUPFROMSCHEMA2(AD;accountcode;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""AccountType\""})"
SC00026,Provision,,GETGROUPFROMSCHEMA2,AD,ledgername,"GETGROUPFROMSCHEMA2(AD;ledgername;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""AccountType\""})"
SC00026,Provision,,GETGROUPFROMSCHEMA2,AD,MISGrouping,"GETGROUPFROMSCHEMA2(AD;MISGrouping;{\""itemtype\"":\""itemtype\"",\""accounttype\"":\""AccountType\""})"
SC00026,Provision,,GETGROUPFROMSCHEMA2,BT3I,DocumentNumber,"GETGROUPFROMSCHEMA2(BT3I;DocumentNumber;{""uuid\"":\""uuid\""})"
SC00026,Provision,ExpAccValue,SUMFROMSCHEMA,ExpAcc,,"{""uuid\"":\""uuid\""}"
SC00026,Provision,TDSAccValue,SUMFROMSCHEMA,TDSAcc,,"{""uuid\"":\""uuid\""}"
SC00026,GRIRAc,,GETGROUPFROMSCHEMA2,VM,organizationname,"GETGROUPFROMSCHEMA2(VM;organizationname;{\""memberid\"":\""senderaccount\""})"
SC00026,GRIRAc,,GETGROUPFROMSCHEMA2,BT3I,DocumentNumber,"GETGROUPFROMSCHEMA2(BT3I;DocumentNumber;{""uuid\"":\""uuid\""})"
SC00026,GRIRAc,,GETGROUPFROMSCHEMA2,G&SRN_BT3I,category,"GETGROUPFROMSCHEMA2(G&SRN_BT3I;category;{\""documentnumber\"":\""documentnumber\""})"
SC00026,GRIRAc,,GETGROUPFROMSCHEMA2,IM,itemtype,"GETGROUPFROMSCHEMA2(IM;itemtype;{\""itemid\"":\""itemid\""})"
SC00026,GRIRAc,,GETGROUPFROMSCHEMA2,IM,accountgroup,"GETGROUPFROMSCHEMA2(IM;accountgroup;{\""itemid\"":\""itemid\""})"
SC00026,GRIRAc,,GETGROUPFROMSCHEMA2,IM,accountclass,"GETGROUPFROMSCHEMA2(IM;accountclass;{\""itemid\"":\""itemid\""})"
SC00026,GRIRAc,,GETGROUPFROMSCHEMA2,AD,AccountType,"GETGROUPFROMSCHEMA2(AD;AccountType;{\""itemtype\"":\""itemtype\"",\""Accountgroup\"":\""Accountgroup\"",\""Accountclass\"":\""Accountclass\"",\""accounttype\"":{\""equality\"":\""EQ\"",\""value\"":\""GRIRAc\""}})"
SC00026,GRIRAc,,GETGROUPFROMSCHEMA2,AD,coa,"GETGROUPFROMSCHEMA2(AD;coa;{\""itemtype\"":\""itemtype\"",\""Accountgroup\"":\""Accountgroup\"",\""Accountclass\"":\""Accountclass\"",\""AccountType\"":\""AccountType\""})"
SC00026,GRIRAc,,GETGROUPFROMSCHEMA2,AD,accountcode,"GETGROUPFROMSCHEMA2(AD;accountcode;{\""itemtype\"":\""itemtype\"",\""Accountgroup\"":\""Accountgroup\"",\""Accountclass\"":\""Accountclass\"",\""AccountType\"":\""AccountType\""})"
SC00026,GRIRAc,,GETGROUPFROMSCHEMA2,AD,ledgername,"GETGROUPFROMSCHEMA2(AD;ledgername;{\""itemtype\"":\""itemtype\"",\""Accountgroup\"":\""Accountgroup\"",\""Accountclass\"":\""Accountclass\"",\""AccountType\"":\""AccountType\""})"
SC00026,GRIRAc,,GETGROUPFROMSCHEMA2,AD,MISGrouping,"GETGROUPFROMSCHEMA2(AD;MISGrouping;{\""itemtype\"":\""itemtype\"",\""Accountgroup\"":\""Accountgroup\"",\""Accountclass\"":\""Accountclass\"",\""AccountType\"":\""AccountType\""})"
SC00026,GRIRAc,,GETGROUPFROMSCHEMA2,BT3I,DocumentNumber,"GETGROUPFROMSCHEMA2(BT3I;DocumentNumber;{""uuid\"":\""uuid\""})"
SC00026,GRIRAc,ExpAccValue,FETCHFROMSCHEMA,ExpAcc,,"{""uuid\"":\""uuid\""}"
SC00026,GRIRAc,TDSAccValue,FETCHFROMSCHEMA,TDSAcc,,"{""uuid\"":\""uuid\""}"
SC00026,G&SRNCostAllocation,,GETGROUPFROMSCHEMA2,BT3I,DocumentNumber,"GETGROUPFROMSCHEMA2(BT3I;DocumentNumber;{""uuid\"":\""uuid\""})"
SC00026,G&SRNCostAllocation,,GETGROUPFROMSCHEMA2,G&SRNCostAllocation1,AllocationType,"GETGROUPFROMSCHEMA2(G&SRNCostAllocation1;AllocationType;{\""costallocationmethod\"":\""costallocationmethod\""})"
SC00026,G&SRNCostAllocation,,GETGROUPFROMSCHEMA2,G&SRNCostAllocation1,LOB,"GETGROUPFROMSCHEMA2(G&SRNCostAllocation1;LOB;{\""costallocationmethod\"":\""costallocationmethod\""})"
SC00026,G&SRNCostAllocation,,GETGROUPFROMSCHEMA2,VM,organizationname,"GETGROUPFROMSCHEMA2(VM;organizationname;{\""memberid\"":\""senderaccount\""})"
SC00026,G&SRNCostAllocation,,GETGROUPFROMSCHEMA2,BT3I,DocumentNumber,"GETGROUPFROMSCHEMA2(BT3I;DocumentNumber;{""uuid\"":\""uuid\""})"
SC00026,G&SRNCostAllocation,,GETGROUPFROMSCHEMA2,G&SRN_BT3H,TransactionType,"GETGROUPFROMSCHEMA2(G&SRN_BT3H;TransactionType;{""uuid\"":\""uuid\""})"
SC00026,G&SRNCostAllocation,,GETGROUPFROMSCHEMA2,ExpAcc,lineref,"GETGROUPFROMSCHEMA2(ExpAcc;lineref;{""uuid"":""uuid""})"
SC00026,G&SRNCostAllocation,,GETGROUPFROMSCHEMA2,ExpAcc,AccountType,"GETGROUPFROMSCHEMA2(ExpAcc;AccountType;{""uuid"":""uuid"",""LineRef"":""LineRef""})"
SC00026,G&SRNCostAllocation,,GETGROUPFROMSCHEMA2,ExpAcc,Ledgername,"GETGROUPFROMSCHEMA2(ExpAcc;Ledgername;{""uuid"":""uuid"",""LineRef"":""LineRef""})"
SC00026,G&SRNCostAllocation,TCostAllocationValue,FETCHFROMSCHEMA,TCostAllocationValue,,"{\""documentnumber\"":\""documentnumber\"",\""CostAllocationMethod\"":\""CostAllocationMethod\""}"
SC00026,G&SRNCostAllocation,CostAllocationParameterValue,SUMFROMSCHEMA,G&SRNCostAllocation1,,"{\""createdid\"":\""createdid\"",\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""LOB\"":\""LOB\""}"
SC00026,G&SRNCostAllocation,BillAmountinLocalCurrency,SUMFROMSCHEMA,ExpAcc,,"{\""createdid\"":\""createdid\"",\""CostAllocationMethod\"":\""CostAllocationMethod\""}"
SC00026,G&SRNWF,,GETGROUPFROMSCHEMA2,AP,ActivityCode,"GETGROUPFROMSCHEMA2(AP;ActivityCode;{\""StrategyName\"":{\""equality\"":\""EQ\"",\""value\"":\""G&SRNApproval\""},\""ActivityCategory\"":{\""equality\"":\""EQ\"",\""value\"":\""User\""}})"
SC00026,G&SRNWF,,GETGROUPFROMSCHEMA2,AP,LOB,"GETGROUPFROMSCHEMA2(AP;LOB;{\""ActivityCode\"":\""ActivityCode\"",\""ActivityCategory\"":{\""equality\"":\""EQ\"",\""value\"":\""User\""}})"
SC00026,G&SRNWF,,GETGROUPFROMSCHEMA2,AP,ActivityCategory,"GETGROUPFROMSCHEMA2(AP;ActivityCategory;{\""ActivityCode\"":\""ActivityCode\"",\""ActivityCategory\"":{\""equality\"":\""EQ\"",\""value\"":\""User\""}})"
SC00026,G&SRNWF,,GETGROUPFROMSCHEMA2,AP,Function,"GETGROUPFROMSCHEMA2(AP;Function;{\""ActivityCode\"":\""ActivityCode\"",\""ActivityCategory\"":{\""equality\"":\""EQ\"",\""value\"":\""User\""}})"
SC00026,G&SRNWF,,GETGROUPFROMSCHEMA2,AP,ActivityType,"GETGROUPFROMSCHEMA2(AP;ActivityType;{\""ActivityCode\"":\""ActivityCode\"",\""ActivityCategory\"":{\""equality\"":\""EQ\"",\""value\"":\""User\""}})"
SC00026,G&SRNWF,,GETGROUPFROMSCHEMA2,AP,ActivityName,"GETGROUPFROMSCHEMA2(AP;ActivityName;{\""ActivityCode\"":\""ActivityCode\"",\""ActivityCategory\"":{\""equality\"":\""EQ\"",\""value\"":\""User\""}})"
SC00026,G&SRNWF,,GETGROUPFROMSCHEMA2,AP,Dependency,"GETGROUPFROMSCHEMA2(AP;Dependency;{\""ActivityCode\"":\""ActivityCode\"",\""ActivityCategory\"":{\""equality\"":\""EQ\"",\""value\"":\""User\""}})"
SC00026,G&SRNWF,,GETGROUPFROMSCHEMA2,AP,ActivityStatus,"GETGROUPFROMSCHEMA2(AP;ActivityStatus;{\""ActivityCode\"":\""ActivityCode\"",\""ActivityCategory\"":{\""equality\"":\""EQ\"",\""value\"":\""User\""}})"
SC00026,G&SRNWF,,GETGROUPFROMSCHEMA2,AP,TimeinMins,"GETGROUPFROMSCHEMA2(AP;TimeinMins;{\""ActivityCode\"":\""ActivityCode\"",\""ActivityCategory\"":{\""equality\"":\""EQ\"",\""value\"":\""User\""}})"
SC00026,G&SRNWF,,GETGROUPFROMSCHEMA2,AP,TimeinDays,"GETGROUPFROMSCHEMA2(AP;TimeinDays;{\""ActivityCode\"":\""ActivityCode\"",\""ActivityCategory\"":{\""equality\"":\""EQ\"",\""value\"":\""User\""}})"
SC00026,G&SRNWF,,GETGROUPFROMSCHEMA2,BT3I,DocumentNumber,"GETGROUPFROMSCHEMA2(BT3I;DocumentNumber;{""Upload\"":\""Upload\""})"
