schema_name,component_name,model_id,component_type,component_type_value,component_expr,criteria_count
PO&IPVsBill,POorIP,MATH,MATH,COST,POorIPQty + POorIPRate + POorIPAddlCharge + POorIPDiscountAmt + POorIPTaxPercentage + POorIPBaseValue + POorIPTaxValue + POorIPDocumentValue ,1
PO&IPVsBill,Bill,MATH,MATH,COST,BillQty + BillRate + BillAddlCharge + BillDiscountAmt + BillTaxPercentage + BillBaseValue + BillTaxValue + BillDocumentValue ,1
PO&IPVsBill,Reference,MATH,MATH,COST,RefQty + RefRate + RefAddlCharge + RefDiscountAmt + RefTaxPercentage + RefBaseValue + RefTaxValue + RefDocumentValue ,1
PO&IPVsBill,Different,MATH,MATH,COST,DiffQty + DiffRate + DiffAddlCharge + DiffDiscountAmt + DiffTaxPercentage + DiffBaseValue + DiffTaxValue + DiffDocumentValue ,1
ErrorDetection,TotalBillBaseValue,AccountingJournal,SUMFROMSCHEMA,COST,"{\""documentnumber\"":\""documentnumber\"",\""LinkRef\"":\""LinkRef\"",\""AccountType\"":\""category\""}",1
ErrorDetection,TotalOrderBaseValue,PO&IP_Status,SUMFROMSCHEMA,COST,"{\""documentnumber\"":\""LinkRef\""}",1
ErrorDetection,TotalCostAllocation,BillCostAllocation,SUMFROMSCHEMA,COST,"{\""documentnumber\"":\""documentnumber\"",\""LinkRef\"":\""LinkRef\"",\""category\"":\""category\""}",1
ErrorDetection,CostAllocationVariance,MATH,MATH,COST,TotalBillBaseValue - TotalCostAllocation,1
ErrorDetection,AJCrossFootErrorInd,AccountingJournal,SUMFROMSCHEMA,COST,"{\""documentnumber\"":\""documentnumber\"",\""LinkRef\"":\""LinkRef\""}",1
ErrorDetection,totalreversedcostallocation,ProvisionReversalCostAllocation,SUMFROMSCHEMA,COST,"{\""documentnumber\"":\""documentnumber\"",\""LinkRef\"":\""LinkRef\""}",1
ErrorDetection,reversedajcrossfooterrorind,ProvisionReversalAccountingJournal,SUMFROMSCHEMA,COST,"{\""documentnumber\"":\""documentnumber\"",\""LinkRef\"":\""LinkRef\""}",1
BillHead,totalbasevalue,Bill_Item,SUMFROMSCHEMA,COST,"{\""interimid\"":\""interimid\""}",1
BillHead,totalrate,Bill_Item,SUMFROMSCHEMA,COST,"{\""interimid\"":\""interimid\""}",1
BillHead,totaltaxvalue,Bill_Item,SUMFROMSCHEMA,COST,"{\""interimid\"":\""interimid\""}",1
BillHead,totaldocumentvalue,Bill_Item,SUMFROMSCHEMA,COST,"{\""interimid\"":\""interimid\""}",1
BillHead,amountinlocalcurrency,Bill_Item,SUMFROMSCHEMA,COST,"{\""interimid\"":\""interimid\""}",1
BillHead,amountintransactioncurrency,Bill_Item,SUMFROMSCHEMA,COST,"{\""interimid\"":\""interimid\""}",1
BillHead,ExchangeRate,MATH,MATH,COST,ExchangeRate,1
PO_ItemCalculation,lineid,MATH,MATH,COST,lineid,1
PO_ItemCalculation,Qty,MATH,MATH,COST,Qty,1
PO_ItemCalculation,Rate,MATH,MATH,COST,Rate,1
PO_ItemCalculation,AddlCharge,MATH,MATH,COST,AddlCharge,1
PO_ItemCalculation,DiscountAmt,MATH,MATH,COST,Discount,1
PO_ItemCalculation,TaxPercentage,MATH,MATH,COST,TaxPercentage,1
PO_ItemCalculation,Basevalue,MATH,MATH,COST,(Qty * Rate) - DiscountAmt + AddlCharge,1
PO_ItemCalculation,TaxValue,MATH,MATH,COST,(Basevalue * TaxPercentage) / 100,1
PO_ItemCalculation,DocumentValue,MATH,MATH,COST,Basevalue + TaxValue,1
PO_ItemCalculation,ExchangeRate,MATH,MATH,COST,exchangerate,1
PO_ItemCalculation,AmountinLocalCurrency,MATH,MATH,COST,DocumentValue * ExchangeRate,1
PO_ItemCalculation,AmountinTransactionCurrency,MATH,MATH,COST,Basevalue + TaxValue,1
PO_ItemCalculation,AmountinLocalCurrencyWOTax,MATH,MATH,COST,Basevalue * ExchangeRate,1
CostAllocationMaster,CNT_CostAllocationValue,MATH,MATH,COST,CostAllocationValue,1
CostAllocationMaster,PERC_CostAllocationValue,MATH,MATH,COST,CostAllocationValue,1
CostAllocationMaster,CostAllocationParameterValue,MATH,MATH,COST,PERC_CostAllocationValue + CNT_CostAllocationValue,1
POCostAllocation1,CostAllocationParameterValue,CostAllocationMaster,FETCHFROMSCHEMA,COST,"{\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""LOB\"":\""LOB\"",\""costallocationcategory\"":\""costallocationcategory\"",\""ForPrdFrom\"":\""CAPrdFrom\""}",1
TCostAllocationValue,TCostAllocationValue,POCostAllocation1,SUMFROMSCHEMA,COST,"{\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""documentnumber\"":\""documentnumber\""}",1
POCostAllocation,TCostAllocationValue,TCostAllocationValue,FETCHFROMSCHEMA,COST,"{\""CostAllocationMethod\"":\""CostAllocationMethod\""}",1
POCostAllocation,CostAllocationParameterValue,POCostAllocation1,SUMFROMSCHEMA,COST,"{\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""LOB\"":\""LOB\""}",1
POCostAllocation,CostAllocationParameterPerc,MATH,MATH,COST,CostAllocationParameterValue / TCostAllocationValue,1
POCostAllocation,POAmountinLocalCurrency,PO_ItemCalculation,SUMFROMSCHEMA,COST,"{\""documentnumber\"":\""documentnumber\"",\""CostAllocationMethod\"":\""CostAllocationMethod\""}",1
POCostAllocation,AmountinLocalCurrency,MATH,MATH,COST,POAmountinLocalCurrency * CostAllocationParameterPerc,1
AP,SNO,MATH,MATH,COST,SNo,1
POWF,DocumentValue,MATH,MATH,COST,1,1
IM,PercentageofTDS,MATH,MATH,COST,PercentageofTDS,1
VM,SNO,MATH,MATH,COST,1,1
G&SRN_BT3H,ExchangeRate,MATH,MATH,Cost,1,1
BT3I,DYNAMIC_CA,MATH,MATH,Cost,1,1
BT3I,LineID,MATH,MATH,Cost,LineID,1
BT3I,AcceptedQty,MATH,MATH,Cost,Qty,1
G&SRN_BT3I,LineID,MATH,MATH,Cost,LineID,1
G&SRN_BT3I,TotalAcceptedQty,BT3I,SUMFROMSCHEMA,COST,"{\""ReceiverAccount\"":\""ReceiverAccount\""}",1
G&SRN_BT3I,Qty,MATH,MATH,Cost,Qty,1
G&SRN_BT3I,AcceptedQty,MATH,MATH,Cost,Qty,1
G&SRN_BT3I,Rate,MATH,MATH,Cost,Rate,1
G&SRN_BT3I,BaseValue,MATH,MATH,Cost,AmountinLocalCurrency,1
G&SRN_BT3I,OrderValue,MATH,MATH,Cost,orderqty*OrderRate,1
G&SRN_BT3I,ExchangeRate,MATH,MATH,Cost,ExchangeRate,1
G&SRN_BT3I,AmountinLocalCurrency,MATH,MATH,Cost,AmountinLocalCurrency,1
G&SRN_BT3I,AmountinTransactionCurrency,MATH,MATH,Cost,AmountinTransactionCurrency,1
G&SRN_BT3I,orderqty,MATH,MATH,Cost,orderqty,1
G&SRN_BT3I,orderrate,MATH,MATH,Cost,orderrate,1
G&SRN_BT3I,ReceivedQty,MATH,MATH,Cost,Qty,1
CostAllocationMaster,CNT_CostAllocationValue,MATH,MATH,COST,CostAllocationValue,1
CostAllocationMaster,PERC_CostAllocationValue,MATH,MATH,COST,CostAllocationValue,1
CostAllocationMaster,CostAllocationParameterValue,MATH,MATH,COST,PERC_CostAllocationValue + CNT_CostAllocationValue,1
G&SRNCostAllocation1,CostAllocationParameterValue,CostAllocationMaster,FETCHFROMSCHEMA,COST,"{\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""LOB\"":\""LOB\"",\""costallocationcategory\"":\""costallocationcategory\"",\""ForPrdFrom\"":\""CAPrdFrom\""}",1
TCostAllocationValue,TCostAllocationValue,G&SRNCostAllocation1,SUMFROMSCHEMA,COST,"{\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""createdid\"":\""documentnumber\""}",1
AD,Parameter1,MATH,MATH,COST,Parameter1,1
AD,SingleTresholdLimit,MATH,MATH,COST,SingleTresholdLimit,1
AD,CummThresholdLimit,MATH,MATH,COST,CummThresholdLimit,1
ExpAcc,journalsno,MATH,MATH,COST,1,1
ExpAcc,ExchangeRate,MATH,MATH,COST,ExchangeRate,1
ExpAcc,Value,G&SRN_BT3I,SUMFROMSCHEMA,COST,"{""uuid\"":\""uuid\""}",1
ExpAcc,AmountinLocalCurrency1,MATH,MATH,COST,-(Value),1
ExpAcc,AmountinLocalCurrency2,MATH,MATH,COST,Value,1
ExpAcc,AmountinLocalCurrency,MATH,MATH,COST,AmountinLocalCurrency1 + AmountinLocalCurrency2,1
ExpAcc,AmountinTransactionCurrency,MATH,MATH,COST,AmountinLocalCurrency/ExchangeRate,1
TDSAcc,journalsno,MATH,MATH,COST,1,1
TDSAcc,ExchangeRate,MATH,MATH,COST,ExchangeRate,1
TDSAcc,BaseValue,G&SRN_BT3I,SUMFROMSCHEMA,COST,"{""uuid\"":\""uuid\""}",1
TDSAcc,TDSRate,MATH,MATH,COST,PercentageofTDS,1
TDSAcc,Value,MATH,MATH,COST,BaseValue*TDSRate/100,1
TDSAcc,AmountinLocalCurrency1,MATH,MATH,COST,-(Value),1
TDSAcc,AmountinLocalCurrency2,MATH,MATH,COST,Value,1
TDSAcc,AmountinLocalCurrency,MATH,MATH,COST,AmountinLocalCurrency1+AmountinLocalCurrency2,1
TDSAcc,AmountinTransactionCurrency,MATH,MATH,COST,AmountinLocalCurrency/ExchangeRate,1
Provision,journalsno,MATH,MATH,COST,1,1
Provision,ExchangeRate,MATH,MATH,COST,ExchangeRate,1
Provision,ExpAccValue,ExpAcc,SUMFROMSCHEMA,COST,"{""uuid\"":\""uuid\""}",1
Provision,TDSAccValue,TDSAcc,SUMFROMSCHEMA,COST,"{""uuid\"":\""uuid\""}",1
Provision,AmountinLocalCurrency1,MATH,MATH,COST,ExpAccValue + TDSAccValue,1
Provision,AmountinLocalCurrency2,MATH,MATH,COST,-(ExpAccValue + TDSAccValue),1
Provision,AmountinLocalCurrency,MATH,MATH,COST,AmountinLocalCurrency1+AmountinLocalCurrency2,1
Provision,AmountinTransactionCurrency,MATH,MATH,COST,AmountinLocalCurrency/ExchangeRate,1
GRIRAc,journalsno,MATH,MATH,COST,1,1
GRIRAc,ExchangeRate,MATH,MATH,COST,ExchangeRate,1
GRIRAc,ExpAccValue,ExpAcc,FETCHFROMSCHEMA,COST,"{""uuid\"":\""uuid\""}",1
GRIRAc,TDSAccValue,TDSAcc,FETCHFROMSCHEMA,COST,"{""uuid\"":\""uuid\""}",1
GRIRAc,AmountinLocalCurrency1,MATH,MATH,COST,ExpAccValue - TDSAccValue,1
GRIRAc,AmountinLocalCurrency2,MATH,MATH,COST,-(ExpAccValue - TDSAccValue),1
GRIRAc,AmountinLocalCurrency,MATH,MATH,COST,AmountinLocalCurrency2+AmountinLocalCurrency1,1
GRIRAc,AmountinTransactionCurrency,MATH,MATH,COST,AmountinLocalCurrency,1
G&SRNCostAllocation,TCostAllocationValue,TCostAllocationValue,FETCHFROMSCHEMA,COST,"{\""documentnumber\"":\""documentnumber\"",\""CostAllocationMethod\"":\""CostAllocationMethod\""}",1
G&SRNCostAllocation,CostAllocationParameterValue,G&SRNCostAllocation1,SUMFROMSCHEMA,COST,"{\""createdid\"":\""createdid\"",\""CostAllocationMethod\"":\""CostAllocationMethod\"",\""LOB\"":\""LOB\""}",1
G&SRNCostAllocation,CostAllocationParameterPerc,MATH,MATH,COST,(CostAllocationParameterValue / TCostAllocationValue)*100,1
G&SRNCostAllocation,BillAmountinLocalCurrency,ExpAcc,SUMFROMSCHEMA,COST,"{\""createdid\"":\""createdid\"",\""CostAllocationMethod\"":\""CostAllocationMethod\""}",1
G&SRNCostAllocation,AmountinLocalCurrency1,MATH,MATH,COST,(BillAmountinLocalCurrency * CostAllocationParameterPerc)/100,1
G&SRNCostAllocation,AmountinLocalCurrency2,MATH,MATH,COST,(BillAmountinLocalCurrency * CostAllocationParameterPerc)/100,1
G&SRNCostAllocation,AmountinLocalCurrency,MATH,MATH,COST,AmountinLocalCurrency1 + AmountinLocalCurrency2,1
AP,SNO,MATH,MATH,COST,SNo,1
G&SRNWF,SNO,MATH,MATH,COST,1,1
